Running: rez env usd-24.08 -- usdrecord --camera /root/camera01/GEO/renderCam_hrc/renderCam_buffer/renderCam_srt/renderCam --renderer "Prman" --purposes render   scenes/ALab/ALab/entry.usda "renderers/Prman/entry.jpg"

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_body_short/procedural/output/curves.curveRenderingMode

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_body_short/procedural/output/curves.opaqueInSSS

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_head_B/procedural/output/curves.curveRefinementLevel

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_head_B/procedural/output/curves.curveRenderingMode

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_head_B/procedural/output/curves.opaqueInSSS

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_tail_main/procedural/output/curves.curveRefinementLevel

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_tail_main/procedural/output/curves.curveRenderingMode

Coding Error (secondary thread): in operator() at line 481 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/utils.cpp -- Cannot handle type unsigned int

Warning (secondary thread): in _Convert at line 656 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/renderParam.cpp -- Ignoring unhandled primvar of type unsigned int for /root/stoat/body_M_hrc/GEO/alfro_tail_main/procedural/output/curves.opaqueInSSS

Status: in HandleXcpt at line 19 of /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp -- R25006 Opacity cache eviction rate 0.28 is high. Increasing opacitycachememory might help performance.(PERFORMANCE WARNING)
Recording aborted due to the following failure at time code 1004.0: 
	Error in 'pxrInternal_v0_24__pxrReserved__::Usd_ClipSet::_FindClipIndexForTime' at line 683 in file /home/nico/USD/pxr/usd/usd/clipSet.cpp : 'Failed verification: ' clipIndex < valueClips.size() && time >= valueClips[clipIndex]->startTime && time < valueClips[clipIndex]->endTime ''
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'X00002 Plugin error: RtxHioImagePlugin: Texture /home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/lightrig/lighting/mk020_0281_export/base/texture/dmp_skydome_alab01_std01_render_high_texture/nuke_texture_export.exr has unsupported HioAddressModeClampToBorderColor; using k_Black instead.'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'X00002 Plugin error: RtxHioImagePlugin: Texture /home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/lightrig/lighting/mk020_0281_export/base/texture/dmp_skydome_alab01_std01_render_high_texture/nuke_texture_export.exr has unsupported HioAddressModeClampToBorderColor; using k_Black instead.'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_spoolrack/render_high/texture/look_surfacing_electronics_spoolrack_render_high_texture/electronics_spoolrack_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_spoolrack_0001/proto_rod_M_geo_id2 Shader: /__Prototype_174/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool05/render_high/texture/look_surfacing_electronics_wire_spool05_render_high_texture/electronics_wire_spool05_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool05_0001/proto_wire_M_geo_id1 Shader: /__Prototype_306/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/furniture_blackboard01/render_high/texture/look_surfacing_furniture_blackboard01_render_high_texture/furniture_blackboard01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/furniture_blackboard01_0001/proto_board01_M_geo_id0 Shader: /__Prototype_226/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/lab_remi_body01/render_high/texture/look_surfacing_lab_remi_body01_render_high_texture/lab_remi_body01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/remi/body_M_hrc/GEO/neck_M_hrc/hinge01_M_hrc/hinge01_M_geo Shader: /root/remi/body_M_hrc/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/toy_box02/render_high/texture/look_surfacing_toy_box02_render_high_texture/toy_box02_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/toy_box02_0001/proto_toy_box02_lid_M_geo_id1 Shader: /__Prototype_200/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_paper_noteg01/render_high/texture/look_surfacing_decor_paper_noteg01_render_high_texture/decor_paper_noteg01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/decor_paper_noteg01_0001/proto_paper18noteg01_M_geo_id0 Shader: /__Prototype_292/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool02/render_high/texture/look_surfacing_electronics_wire_spool02_render_high_texture/electronics_wire_spool02_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool02_0002/proto_wire_M_geo_id1 Shader: /__Prototype_252/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool04/render_high/texture/look_surfacing_electronics_wire_spool04_render_high_texture/electronics_wire_spool04_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool04_0001/proto_spool_M_geo_id0 Shader: /__Prototype_180/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool06/render_high/texture/look_surfacing_electronics_wire_spool06_render_high_texture/electronics_wire_spool06_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool06_0001/proto_spool_M_geo_id2 Shader: /__Prototype_204/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/stoat_backpack01/render_high/texture/look_surfacing_stoat_backpack01_render_high_texture/stoat_backpack01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/stoat/backpack_M_hrc/GEO/helmet_M_hrc/watchStrap_M_hrc/strapright_M_geo Shader: /root/stoat/backpack_M_hrc/MATERIAL/usd_full/full_generic_material_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/stoat_backpack01/render_high/texture/look_surfacing_stoat_backpack01_render_high_texture/stoat_backpack01_opacity.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/stoat/backpack_M_hrc/GEO/helmet_M_hrc/watchStrap_M_hrc/strapright_M_geo Shader: /root/stoat/backpack_M_hrc/MATERIAL/usd_full/full_generic_material_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/lab_remi_head01/render_high/texture/look_surfacing_lab_remi_head01_render_high_texture/lab_remi_head01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/remi/head_M_hrc/GEO/head_M_hrc/facePlate_M_geo Shader: /root/remi/head_M_hrc/MATERIAL/usd_full/full_generic_material_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/lab_remi_head01/render_high/texture/look_surfacing_lab_remi_head01_render_high_texture/lab_remi_head01_opacity.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/remi/head_M_hrc/GEO/head_M_hrc/facePlate_M_geo Shader: /root/remi/head_M_hrc/MATERIAL/usd_full/full_generic_material_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/baked_procedurals/textures/stoat_body01/stoat_body01_surfaceColor.<UDIM>.exr&wrapS=useMetadata&wrapT=useMetadata&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/stoat/body_M_hrc/GEO/alfro_body_main/procedural/output/curves Shader: /root/stoat/body_M_hrc/MATERIAL/body_main_full/body_main_full_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/furniture_shelving01/render_high/texture/look_surfacing_furniture_shelving01_render_high_texture/furniture_shelving01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf01/furniture_shelving01_0001/proto_shelf01_M_geo_id0 Shader: /__Prototype_239/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/stoat_body01/render_high/texture/look_surfacing_stoat_body01_render_high_texture/stoat_body01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/stoat/body_M_hrc/GEO/body_M_geo Shader: /root/stoat/body_M_hrc/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/decor_paper_notei01/render_high/texture/look_surfacing_decor_paper_notei01_render_high_texture/decor_paper_notei01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/decor_paper_notei01_0001/proto_paper18notei_M_geo_id0 Shader: /__Prototype_161/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/structure_wall_fibro01/render_high/texture/look_surfacing_structure_wall_fibro01_render_high_texture/structure_wall_fibro01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_structure01_0001/wall02/structure_wall_fibro01_0003/proto_wall_M_geo_id1 Shader: /__Prototype_23/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/chemistry_beaker02/render_high/texture/look_surfacing_chemistry_beaker02_render_high_texture/chemistry_beaker02_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/chemistry_beaker02_0003/proto_chemistryBeaker02_M_geo_id0 Shader: /__Prototype_168/MATERIAL/usd_full/full_generic_material_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/chemistry_beaker02/render_high/texture/look_surfacing_chemistry_beaker02_render_high_texture/chemistry_beaker02_opacity.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf02/chemistry_beaker02_0003/proto_chemistryBeaker02_M_geo_id0 Shader: /__Prototype_168/MATERIAL/usd_full/full_generic_material_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/proc_dev_circuit_diode01/render_high/texture/look_surfacing_proc_dev_circuit_diode01_render_high_texture/proc_dev_circuit_diode01_ntu.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Opacity> Object: /root/alab_set01/lab_workbench01_0001/shelf01/proc_dev_circuit_diode01_0004/proto_wire01_M_geo_id1 Shader: /__Prototype_90/MATERIAL/usd_full/full_generic_material1_PxrSurface_0presnce]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/baked_procedurals/textures/stoat_outfit01/stoat_outfit01_BaseColor.<UDIM>.exr&wrapS=useMetadata&wrapT=useMetadata&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/stoat/outfit_M_hrc/GEO/cloth_M_hrc/weave_Sweater_M_geo/output/noname0/noname1/noname3/Fuzz Shader: /root/stoat/outfit_M_hrc/MATERIAL/sweater_full/sweater_full_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/stoat_body01/render_high/texture/look_surfacing_stoat_body01_render_high_texture/stoat_body01_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/stoat/body_M_hrc/GEO/body_M_geo Shader: /root/stoat/body_M_hrc/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/stoat_body01/render_high/texture/look_surfacing_stoat_body01_render_high_texture/stoat_body01_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/stoat/body_M_hrc/GEO/body_M_geo Shader: /root/stoat/body_M_hrc/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/stoat_body01/render_high/texture/look_surfacing_stoat_body01_render_high_texture/stoat_body01_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/stoat/body_M_hrc/GEO/body_M_geo Shader: /root/stoat/body_M_hrc/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/stoat_body01/render_high/texture/look_surfacing_stoat_body01_render_high_texture/stoat_body01_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/stoat/body_M_hrc/GEO/body_M_geo Shader: /root/stoat/body_M_hrc/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool02/render_high/texture/look_surfacing_electronics_wire_spool02_render_high_texture/electronics_wire_spool02_surfaceColor.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool02_0002/proto_spool_M_geo_id2 Shader: /__Prototype_252/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool02/render_high/texture/look_surfacing_electronics_wire_spool02_render_high_texture/electronics_wire_spool02_ior.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool02_0002/proto_spool_M_geo_id2 Shader: /__Prototype_252/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool02/render_high/texture/look_surfacing_electronics_wire_spool02_render_high_texture/electronics_wire_spool02_metallic.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool02_0002/proto_spool_M_geo_id2 Shader: /__Prototype_252/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
	Error in 'pxrInternal_v0_24__pxrReserved__::HdPrman_Xcpt::HandleXcpt' at line 27 in file /home/nico/USD/third_party/renderman-26/plugin/hdPrman/xcpt.cpp : 'T02041 Can't open texture atlas "rtxplugin:RtxHioImage.so?filename=/home/nico/usd-render-benchmark/scenes/ALab/ALab/fragment/look/surfacing/electronics_wire_spool02/render_high/texture/look_surfacing_electronics_wire_spool02_render_high_texture/electronics_wire_spool02_roughness.<UDIM>.exr&wrapS=repeat&wrapT=repeat&sourceColorSpace=auto". No texture maps found for atlas. [<Scatter> Object: /root/alab_set01/lab_workbench01_0001/shelf02/electronics_wire_spool02_0002/proto_spool_M_geo_id2 Shader: /__Prototype_252/MATERIAL/usd_full/full_generic_material1_PxrSurface_0scatter]'
